english,current_telugu
kamrup (m),కాంరూప్(ఎం)
kamrup-rural,కమ్రప్-గ్రామీణ
kancheepuram,కాంచీపురం 
kanchi kamakoti childs trust hospital,కాంచీ కామకోటి చైల్డ్స్ ట్రస్ట్ హాస్పిటల్
kanchipuram,కాంచీపురం
kandi village,కంది గ్రామం
kangra,కాంగ్ర 
kankanady,కంకనాడి
"kannanalloor road, ayathil, vadakkevila, kollam  691021, kerala","కన్ననలూర్ రోడ్, అయతిల్, వడక్కెవిలా, కొల్లాం 691021, కేరళ "
kannothumchal road thana,కన్నో తుమ్చల్ రోడ్ థానా
kannur,కన్నూర్ 
kanpur,కాన్పూర్
kanpur nagar,కాన్పూర్ నగర్
kanuru,కనురు
kanyakumari,కన్యాకుమారి
kapurbawdi junction,చార్మింగ్ జంక్షన్
kapurthala,కపుర్తల
kapurthala chowk,కపుర్తాల చౌక్
kapurthala road,కపుర్తాల రోడ్
"kapurthala road, near sports college, jalandhar  144001, punjab","కపుర్తాల రోడ్, స్పోర్ట్స్ కాలేజ్, జలంధర్ 144001, పంజాబ్ "
kapurthla road,కపుర్థల రోడ్
karamsad,కరాంసాద్ 
karapakkam,కర్పక్కం
karaparamba - kunduparamba mini bypass,కరాపరంబా - కుందూపరంబా మినీ బైపాస్
karelibaug,కరిబౌ
karimnagar,కరీంనగర్
karkardooma,Carcardum.
karnal,సైనికాధికారి
karnataka,కర్ణాటక 
karnik road,కరిక్ రోడ్
"karnik road, ground & 1st floor, radhakrishna sankul, opp. holly grass hospital, thane, kalyan west  421301, maharashtra","కరిక్ రోడ్, గ్రౌండ్ & 1 వ అంతస్తు, రాధాకృష్ణ ప్యాకేజీ, op. హోలీ గడ్డి హాస్పిటల్, థానే, కళ్యాణ్ వెస్ట్ 421301, మహారాష్ట్ర "
karol bagh,కరోల్ బాగ్
karuvambram post,కరవురం పోస్ట్
karve road,కార్వే రోడ్ 
kasba golpark,కస్బా గోల్‌పార్క్
kashyap memorial eye hospital,కశ్యప్ మెమోరియల్ ఐ హాస్పిటల్
kasturba hospital,కస్తూర్బా ఆసుపత్రి
kasturba nagar,కస్తూర్బా నగర్
katargam,Queue.
katari gardens,కటారీ గార్డెన్స్
katawad road,కటవాడ్ రోడ్ 
"katawad road, rajkot-350007, gujarat","కటవాడ్ రోడ్, రాజ్‌కోట్ -350007, గుజరాత్"
katni,హిట్నెస్
"katra, reasi","ప్రతి, రియా "
kauvery heartcity - unit of sri kavery medical care (trichy) limited,Kauvery హంగ్రీ - శ్రీ కెవెరీ మెడికల్ కేర్ యూనిట్ (ట్రిచీ) లిమిటెడ్
kauvery hospital (a unit of sri kauvery medical care (india) limited),Kauvery హాస్పిటల్ (SRI KAUVERY మెడికల్ కేర్ (ఇండియా) పరిమితం)
"kauvery hospital chennai, sri kavery medical care trichy ltd., mylapore","కాయవేరీ హాస్పిటల్ చెన్నై, శ్రీ కెవెరీ మెడికల్ కేర్ త్రిచి లిమిటెడ్, మైలాపూర్ "
kazi nazrul avenue,కాజి నజ్రుల్ అవెన్యూ 
"kazi nazrul avenue haldiram, north 24 parganas, kolkata  700057, west bengal","కాజి నజ్రుల్  అవెన్యూ హల్దీరాం, నార్త్ 24 పరగణాలు, కోల్‌కతా 700057, పశ్చిమ బెంగాల్"
kd ganesha (a group of kd ganesha hospital),KD గణేశ (ఒక సమూహం యొక్క KD Ganesha హాస్పిటల్)
kengeri,కెంగేరి 
kennedy avenue,కెన్నెడీ అవెన్యూ
kerala,కేరళ 
kerala institute of medical sciences (kims),కేరళ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ (కిమ్స్)
keratoconus workup,కెరొకోనస్ వర్క్
keratometery,బట్ట చికిత్స
keratometry,బట్ట చికిత్స
keratoplasty,కెరాటోప్లాస్టీ
kertaometry,కోర్చుట
"kesavadasapuram, pattom, trivandrum  695004, kerala","కేస్వడస్పూరం, ఆకులు, త్రివేండ్రం 695004, కేరళ "
khajuri,ముంచు
"khalra road, bhikhiwind, tarn taran  143303, punjab","ఖైర్ రోడ్, భిఖ్వంద్, తరణ్ తరణ్ 143303, పంజాబ్ "
"khamla ring road, kotwal nagar, nagpur  440010, maharashtra","ఖమ్లా రింగ్ రోడ్, కొత్వాల్ నగర్, నాగపూర్ 440010, మహారాష్ట్ర"
khandagiri,ఖండగిరి
khandelwal hospital & urology centre,ఖండేల్వాల్ ఆసుపత్రి & యూరాలజీ కేంద్రం 
khandelwal hospital & urology centre pvt.ltd,ఖండెల్వాల్ హాస్పిటల్ & యూరాలజీ సెంటర్ Pvt.ltd
khar west,ఖార్ పశ్చిమ
kharadi,ఖరాడి 
khardah,ఖర్ధహా 
khatipura,ఖతిపుర
khetarpal hospital,ఫార్మ్ హాస్పిటల్.
khorda,ఖోర్డా
khurda,Khulda.
kidney hospital & lifeline medical institutions,కిడ్నీ హాస్పిటల్ & లైఫ్లైన్ మెడికల్ ఇన్స్టిట్యూషన్స్
kidney transplant,మూత్రపిండ మార్పిడి
kidney transplant medicine,మూత్రపిండ మార్పి వైద్యము 
kids clinic india pvt. ltd.,కిడ్స్ క్లినిక్ భారతదేశం Pvt. Ltd.
"kids clinic india pvt. ltd., cloudnine hospital","కిడ్స్ క్లినిక్ భారతదేశం Pvt. లిమిటెడ్, Cloudnine హాస్పిటల్ "
killipalam karamana p.o,కిల్లిపలం కరమన పి.ఓ.
kilpauk,కిల్పాక్
kims al shifa healthcare pvt. ltd.,కిమ్స్ ఏఎల్(AL) హెల్త్‌కేర్ ప్రైవేట్ లిమిటెడ్
kims bellerose institute of medical sciences,కిమ్స్ బెల్లెరోస్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
kinder womens hospital and fertility centre private limited,కిండర్ విమెన్స్ హాస్పిటల్ మరియు ఫెర్టిలిటీ సెంటర్ ప్రైవేట్ లిమిటెడ్
kins care & research foundation pvt. ltd.,కిన్స్ కేర్ & రీసెర్చ్ ఫౌండేషన్ ప్రైవేట్. లిమిటెడ్.
"kiran garden, uttam nagar, new delhi - 110059","కిరణ్ గార్డెన్, ఉత్తమ నగర్, న్యూఢిల్లీ - 110059 "
kiran multi super speciality hospital & research centre,కిరణ్ మల్టీ సూపర్ స్పెషాలిటీ హాస్పిటల్ & రీసెర్చ్ సెంటర్
"kirloskar business park, bellary road, hebbal ,560024. bengaluru  , karnataka . ab","కిర్లోస్కర్ బిజినెస్ పార్క్, బెల్లరీ రోడ్, హెబ్బాల్, 560024. బెంగళూరు, కర్ణాటక. ఎబి"
kirti nagar,కీర్తి నగర్
"kisan pith parisar, near r.b.1 maida mill road, arera hills, nh12, bhopal  462011, madhya pradesh","రైతు తిరిగి కాంప్లెక్స్, సమీప R.B.1 పాలు రోడ్, అరోరా హిల్స్, 12, భోపాల్ 462011, మధ్యప్రదేశ్ "
kishan singh hospital ltd.,కిషన్ సింగ్ హాస్పిటల్ లిమిటెడ్.
kishanpura chowk,కిషన్పుర చౌక్
kmc hospital & research centre,KMC హాస్పిటల్ & రీసెర్చ్ సెంటర్
kmc hospital (a unit of manipal health enterprises private limited),KMC హాస్పిటల్ (మణిపాల్ హెల్త్ ఎంటర్ప్రైజెస్ ప్రైవేట్ లిమిటెడ్)
knowledge park-1,నాలెడ్జ్ పార్క్ -1
kochi,కోచి 
kodialbail,kodialbail.
kohinoor hospital pvt. ltd.,కోహినూర్ హాస్పిటల్ ప్రైవేట్ లిమిటెడ్
kokilaben dhirubhai ambani hospital & medical research institute,కోకిలాబెన్ ధీరూభాయ్ అంబానీ ఆసుపత్రి  & మెడికల్ రీసెర్చ్ ఇన్స్టిట్యూట్
kolar,Kolar.
kolar road,కోలార్ రోడ్
kolhapur,కొల్లాపూర్
kolkata,కోల్‌కతా
kollam,కొల్లాం
koorkenchery,కూర్కేన్చేరీ 
koramangala,కోరమంగళ 
koshys hospital,కోష్స్ ఆసుపత్రి
"kosmos superspeciality hospital, anand vihar","కాస్మోస్ సూపర్స్పాలిటీ హాస్పిటల్, ఆనంద్ విహార్ "
kothapatnam road,కొత్తిపట్నం రోడ్
kothapet,కొత్తపేట 
kothapet x road,కొత్తపేట x రోడ్ 
kothi bagh,కోతి బగ్ 
kotkapura,ఈగిల్
kotra sultanabad,కోత్రా సుల్తానాబాద్
kottakkal,కొట్టక్కల్ 
kottayam,కొట్టాయం 
kotwal nagar,కొత్వాల్ నగర్ 
kovai medical centre and hospitals,కోవై మెడికల్ కేంద్రం మరియు ఆస్పత్రులు
kovilpatti,కోవిల్పట్టి
kozhencherry,కోజెన్‌చెర్రీ 
kozhikode,కోజ్హికోడే 
kr puram hobli,కుర్ పురం హోమలీ
krishna heart & general hospital,కృష్ణ హార్ట్ & జనరల్ హాస్పిటల్
"krishna hospital & medical research centre, karad","కృష్ణ హాస్పిటల్ & మెడికల్ రీసెర్చ్ సెంటర్, కరాడ్ "
krishna institute of medical sciences ltd.,కృష్ణ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ లిమిటెడ్
krishna institute of medical sciences ltd. (kims),కృష్ణ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ లిమిటెడ్. (కిమ్స్)
"krishna institute of medical sciences, kondapur","కృష్ణ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్, కొండపూర్ "
krishna nagar,కృష్ణ నగర్
krishna shalby hospital,కృష్ణ షాల్బ్య ఆసుపత్రి 
krishna super speciality hospital,కృష్ణ సూపర్ స్పెషాలిటీ ఆసుపత్రి 
krupamayi hospitals,Krupamayi హాస్పిటల్స్
kudamaloor,Dashmalur.
kukatpally,కుకట్పల్లి
"kukreja hospital, mayur vihar","కుక్రేజా హాస్పిటల్, మయూర్ విహార్ "
kular hospitals pvt. ltd.,Klicul ఆస్పత్రులు pvt. Ltd.
kumaran hospitals (p) ltd.,కుమారన్ హాస్పిటల్స్ (పి) లిమిటెడ్.
kunal hospital,కునాల్ ఆసుపత్రి
kundalahilli,కుండలహిల్లి
kuntikana,కుంటికానా 
kuppam,కుప్పం 
kurla (west),కుర్లా (వెస్ట్)
kurnool,కర్నూల్ 
kurukshetra,కురుక్షేత్ర
kusum dhirajlal (kd) hospital,కుసమ్ పతలాల్ (సైజు) హాస్పిటల్
kutch,కచ్
kuttapuzha,కుట్టాపుజ
kuvempunagar,కువెంపునగర్
kuzhithurai,కుహరం రంగం
l n medical college and j k hospital,L n మెడికల్ కాలేజ్ మరియు J K హాస్పిటల్
l.b. bagar,ఎల్.బి.బగర్ 
"l.i.c road, prabhat nagar, meerut- 250001, uttar pradesh","L.i.... రోడ్, ప్రభాత్ నగర్, మీరట్- 250001, ఉత్తరప్రదేశ్ "
l.v. prasad eye institute,ఎల్.వి. ప్రసాద్ ఐ ఇన్స్టిట్యూట్ 
laboratory,ప్రయోగశాల
laboratory & ecg services,ప్రయోగశాల & ECG సేవలు
laboratory (outsourced),ప్రయోగశాల (అవుట్సోర్స్డ్)
laboratory services,ప్రయోగశాల సేవలు
ladwa road,లడ్వా రోడ్
"ladwa road, shahbad  136135, haryana","లాయా రోడ్, షాహాబాద్ 136135, హర్యానా "
lajpat nagar,లాజ్‌పత్ నగర్
"lajpat nagar  3, new delhi  110024","లాజ్‌పత్ నగర్ 3, న్యూ ఢిల్లీ  110024"
lajpat nagar iv,లాజ్పాట్ మునిసిపల్
lajpati nagar-3,లజ్పత్  నగర్-3 
lakadganj,Lakdanganj.
lakdikapul,లక్డికాపుల్
"lake view road, k k nagar, madurai-625020, tamil nadu","లేక్ వ్యూ రోడ్, కె కె నగర్, మదురై -625020, తమిళనాడు"
lakecity institute of surgical sciences pvt. ltd.,Lakecity ఇన్స్టిట్యూట్ ఆఫ్ సర్జికల్ సైన్సెస్ PVT. Ltd.
lakeshore hospital & research centre ltd.,లేక్‌షోర్ హాస్పిటల్ & రీసెర్చ్ సెంటర్ లిమిటెడ్.
lala harbhagwan dass & dr. prem hospital,లాలా హర్ భగవాన్ డా & డాక్టర్ ప్రేమ్ హాస్పిటల్
lalghati,Lalighati.
lalkuan,రెడ్వెల్
lalpur,లాల్పూర్
lamellar keratoplasty,Lamellar kategist.ople.
landmark hospital,మైలురాయి ఆసుపత్రి
"landmark hospitals, kukatpally","మైలురాయి ఆసుపత్రులు, కుకట్పల్లి "
"landran-fatehgarh state highway (12a), opposite grain market pirjain, sirhind, fatehgarh sahib  140406, punjab","లండన్-ఫతేఘర్ స్టేట్ హైవే (12A), వ్యతిరేక ధాన్యం మార్కెట్ పిర్జిన్, సిర్హింద్, ఫతేఘర్ సాహిబ్ 140406, పంజాబ్ "
language therapy,భాష చికిత్స
lansdowne,లాన్స్డౌన్ 
laparoscopic and minimally invasive surgery,లాపరోస్కోపిక్ మరియు కనిష్టంగా ఇన్వాసివ్ శస్త్రచికిత్స
laparoscopic surgery,లాపరోస్కోపిక్ శస్త్రచికిత్స
laparoscopy,ఉదర కుడ్యము
laproscopic surgery and mis,లాపరోస్కోపిక్ సర్జరీ అండ్ మిస్
laser dacryocystitis,లేజర్ నాళములో తిత్తుల వాపు
laser photocoagulation,లేజర్ ఫోటోకాగ్యులేషన్
laser treatment,లేజర్ చికిత్స
lashkar,lashkar.
lasik,లాసిక్ 
lasik and refractive lasik surgery,లాసీక్ మరియు రిఫ్రాక్టివ్ లాస్కిక్ శస్త్రచికిత్స
lasik clinic,లాసిక్ క్లినిక్
lasik services,లాస్కిక్ సేవలు
latha nursing home,నర్సింగ్ డే హోమ్
lawrrence road extension,లారెన్స్ రోడ్ ఎక్స్టెన్షన్
"laxmi narasimha hospital, warangal urban","లక్ష్మీ నరసింహ హాస్పిటల్, వరంగల్ అర్బన్ "
laxmi narayan hospital,లక్ష్మీ నారాయణ్ హాస్పిటల్
lb nagar,ఎల్బి నగర్ 
lbs hospital,పౌండ్లు ఆసుపత్రి
life care institute of medical sciences,లైఫ్ కేర్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
life kare hospital,లైఫ్ కరే హాస్పిటల్
lifeline institute of medical sciences,లైఫ్లైన్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
lilavati hospital and research centre,లీలవతి ఆసుపత్రి & ప్రయోగశాల కేంద్రం 
linear accelerator,లీనియర్ యాక్సిలరేటర్
linear acceleratory,లీనియర్ యాక్సెలరేటరీ(సరళ త్వరణం)
lions club of bangalore west trust,లయన్స్ క్లబ్ ఆఫ్ బెంగుళూరు వెస్ట్ ట్రస్ట్
lions eye hospital road,లయన్స్ ఐ హాస్పిటల్ రోడ్
lisie hospital,లిస్ ఆస్పత్రి
lithotripsy,లిథోట్రిప్సీ(పిత్తాశయములోని రాళ్ళను తీయుట)
lithotripsy ( eswl),Lithrotripsy (ESWL)
little flower and research centre,లిటిల్ ఫ్లవర్ అండ్ రీసెర్చ్ సెంటర్
liver and pancreas transplant,కాలేయం మరియు ప్యాంక్రియాస్ మార్పిడి
liver transplant,కాలేయ మార్పిడి
liver transplant services,లివర్ ట్రాన్స్ప్లాంట్ సేవలు
loharu road,లోతు రోడ్
"loharu road, near sbi bank, charkhi dadri  127306, haryana","అన్ని బ్యాంకుల సమీపంలో లోతు రోడ్, చార్ఖి దాద్రి 127306, హర్యానా "
lokmanya hospital,లోక్మ్యాయా హాస్పిలే
"lokmanya hospital, mitramandal colony, parvati","లోక్మిన్యా హాస్పిలే, మిట్రామండల్ కాలనీ, పార్వతి "
lotus hospitals for women & children,మహిళలు & పిల్లలు కోసం లోటస్ ఆస్పత్రులు
lourdes hospital,లూర్డ్స్ ఆసుపత్రి 
"low dose therapy ( iodide, samarium, yittrium - 90 therasphere/sirissphere)","తక్కువ మోతాదు చికిత్స (అయోడైడ్, సమారియం, యిట్రియం - 90 థెరస్పియర్ / సిరిస్పియర్)"
low vision & vision rehabilitation clinic,లో  విజన్ &  విజన్ రీహాబిలిటేషన్ క్లినిక్ 
low vision aid,తక్కువ విజన్ ఎయిడ్
low vision aid clinic,తక్కువ విజన్ ఎయిడ్ క్లినిక్
low vision aid services,తక్కువ విజన్ ఎయిడ్ సేవలు
low vision aids,తక్కువ విజన్ ఎయిడ్స్
low vision clinic,లో విజన్ క్లినిక్ 
low visual,తక్కువ దృశ్య
low visual aid clinic,తక్కువ విజువల్ ఎయిడ్ క్లినిక్
lucknow,లక్నో 
lucknow eye hospital,లక్నో ఐ ఆస్పత్రి
ludhiana,లుధియానా
m k w jankalyan charitable hospital,ఎం కే డబ్ల్యు (MKW) జన్కల్యాణ్ చారిటబుల్ హాస్పిటల్
m.g.s. hospital,ఎం.జి.ఎస్. ఆసుపత్రి 
"m.j.hospitals pvt. ltd, bharatpur","ఎం.జె. హాస్పిటల్స్ పీప్ట్. లిమిటెడ్, భారతపూర్"
m.p. nagar,ఎం.పీ. నగర్
"m.r. memorial navjeevan hospital,rohtak","ఎం.ఆర్. మెమోరియల్ నవజీవన్ హాస్పిటల్, రోహతక్"
m.s ramaiah hospitals,ఎం.ఎస్ రామయ్య ఆసుపత్రులు 
"m4, greater kailash , new delhi - 110048","M4, గ్రేటర్ కైలాష్, న్యూఢిల్లీ - 110048 "
madaan hospital,మగ్తన్ హాస్పిటల్.
madan mahal,మదన్ ప్రియమైన.
madhapur,మధపూర్
madhu nursing home,మధు నర్సింగ్ హోమ్
madhukar rainbow childrens hospital,మధుకర్ రెయిన్బో బాలల హాస్పిటల్
madhuraj hospital private limited,మధుజ్ హాస్పిటల్ ప్రైవేట్ లిమిటెడ్
madhya marg,మధ్య మార్గ్
madhya pradesh,మధ్యప్రదేశ్
madinaguda,Madinjda
madras ent research foundation (p) ltd.,మద్రాస్ ఎంట్రీ రీసెర్చ్ ఫౌండేషన్ (పి) లిమిటెడ్.
madurai,మధురై 
madurai kidney centre and transplantation research institute,మధురై కిడ్నీ సెంటర్ మరియు మార్పిడి పరిశోధన సంస్థ
"magqbool pura chowk, mehta road, amritsar  143001, punjab","మగక్బుల్ పురా చౌక్, మెహతా రోడ్, అమృత్సర్ 143001, పంజాబ్ "
mahajan eye hospital,మహాజన్ ఐ ఆస్పత్రి
mahajan hospital,మహాజన్ హాస్పిటల్
"mahajan hospital, batala","మహాజన్ హాస్పిటల్, చెప్పండి "
mahalaxmi,మహాలక్ష్మి.
maharaja agarsen hospital,మహారాజా అగర్సేన్ ఆసుపత్రి 
"maharaja agrasen hospital, dwarka","మహారాజా అగ్రేసెన్ హాస్పిటల్, ద్వారకా "
maharani bagh,క్వీన్ గార్డెన్
maharani peta,మహారాణి పేట
maharanipeta,మహృపతా
maharashtra,మహారాష్ట్ర
maharishi markandeshwar institute of medical sciences & research,మహర్షి మార్కందేశ్వర్ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్ & రీసెర్చ్
maharshi karve marg,మహర్షి కర్వే
mahatama gandhi medical college & hospital,మహాత్మా గాంధీ మెడికల్ కాలేజ్ & హాస్పిటల్
mahathma gandhi road,మహాత్మా గాంధీ రోడ్
mahatma gandhi cancer hospital & research centre,మహాత్మా గాంధీ క్యాన్సర్ ఆసుపత్రి & ప్రయోగశాల కేంద్రం 
mahatma gandhi institute of medical sciences,మహాత్మా గాంధీ ఇన్స్టిట్యూట్ ఆఫ్ మెడికల్ సైన్సెస్
"mahatma gandhi road, opp. indira gandhi municipal stadium, vijayawada, krishna  520010, andhra pradesh","మహాత్మా గాంధీ రోడ్, OP. ఇందిరా గాంధీ మునిసిపల్ స్టేడియం, విజయవాడ, కృష్ణ 520010, ఆంధ్రప్రదేశ్ "
mahavir enclave,మహావీర్ ఎన్క్లేవ్
mahavir marg,మహావీర్ మార్గ్ 
"mahavir marg gujral nagar, jalandhar punjab 144001","మహావీర్ రోడ్, గుజరల్ నగర్, జలంధర్ పంజాబ్ 144001 "
mahim,మహీం 
mahim ( west),మహీం (పశ్చిమ)
mahindra group,మహీంద్రా గ్రూప్
mahindra world city,మహీంద్ర వరల్డ్ సిటీ 
mahindru hospital,మహీంద్రా ఆసుపత్రి
"main jhajjar road, shakti nagar, bahadurgarh, jhajjar  124507, haryana","నేను ఝజ్జర్ రోడ్, శక్తి నగర్, బహదుర్గర్, ఝజ్జర్ 124507, హర్యానా "
"main mehrauli gurgaon road, dlf phase iii, dlf city,  gurgaon  122002, haryana","ప్రధాన మెహ్రౌలి గుర్గావ్ రోడ్, డిఎల్ఎఫ్ ఫేజ్ III, డిఎల్ఎఫ్ సిటీ, గుర్గావ్ 122002, హర్యానా "
main road,ప్రధాన రహదారి
"main tana rod, najefgath","నేను తానా రోడ్, సూపర్ "
maintenance,నిర్వహణ
maintenance of wakefulness test (mwt),మెయింటెనెన్స్ అఫ్ వేక్ఫుల్న్స్ టెస్ట్ 
majitha- verka bypass road,మజిత-వెర్కా బైపాస్ రోడ్
majiwade,పత్రికలో
malabar cancer centre,మలబార్ క్యాన్సర్ సెంటర్
malabar hospitals (private) ltd.,మలబార్ హాస్పిటల్స్ (ప్రైవేట్) లిమిటెడ్
malad west,మాలద్ వెస్ట్
malakpet,మలక్‌పేట
malappuram,మలప్పురం 
male infertility,మగ వంధ్యత్వం
malippura,మాల్
malkajgiri,మల్కాజ్ గిరి 
malkapur,మల్కాపూర్
mall road,మాల్ రోడ్
malla reddy narayana multispeciality hospital,మల్లా రెడ్డి నారాయణ మల్టీస్లిటీ హాస్పిటల్
malleswaram,మల్లేశ్వరం
mallikbazar,మల్లిక్బజార్
mallishwaram,Mallonhwaram.
mallya hospital,మాల్ల్య ఆసుపత్రి
malviya nagar,మాల్వియా నగర్
"malviya nagar, governer house, new market, bhopal  462003, madhya pradesh","మాల్వియా నగర్, గవర్నర్ హౌస్, న్యూ మార్కెట్, భోపాల్ 462003, మధ్యప్రదేశ్ "
mammoagraph,మమ్మోగ్రాఫ్
mammography,మమ్మోగ్రఫీ 
mammography (outsourced),మామోగ్రఫీ (అవుట్సోర్స్డ్)
mammograpy,మామోగ్రఫీ
managiri,Managiiri.
manali house,మనాలి హౌస్
manapakkam,మానపక్కం 
manesar,మనేసర్
mangal pandey nagar,మంగల్ పాండే నగర్
mangalagiri road,మంగళగిరి రోడ్
mangalam medical & surgical centre,మంగళం మెడికల్ & సర్జికల్ సెంటర్
mangalore,మంగళూరు 
manik bagh road,మిక్ టైగర్ రోడ్
manipal,మణిపాల్
manipal hospital,మణిపాల్ ఆసుపత్రి 
manipal hospital private limited,మణిపాల్ హాస్పిటల్ ప్రైవేట్ లిమిటెడ్
"manipal hospital, north goa","మణిపాల్ హాస్పిటల్, నార్త్ గోవా "
manipal hospitals,మణిపాల్ ఆసుపత్రి 
"manipal hospitals, whitefield","మణిపాల్ ఆస్పత్రులు, వైట్ఫీల్డ్ "
"manipal northside hospital, malleshwaram","మణిపలా ఆసుపత్రి, మల్లెషమ్ "
manipal super speciality hospital,మణిపాల్ సూపర్ స్పెషాలిటీ ఆసుపత్రి 
"manipal, madhav nagar, shivally, manipal udupi, kamataka-576104","మణిపాల్, మాధవ్ నగర్, శివల్లి, మణిపాల్ ఉడిపి, కామటకా -576104"
manjalpur,మంజల్ పూర్ 
mankapur,మంకపూర్
"mankapur, koradi road, nagpur  440030, maharashtra","మక్కపూర్, కొరియా రోడ్, నాగ్పూర్ 440030, మహారాష్ట్ర "
mann multispeciality hospital,మన్ మల్టీస్పిబిలిటీ హాస్పిటల్
manocha eye & general hospitals pvt ltd,మనచా ఐ & జనరల్ హాస్పిటల్స్ ప్రైవేట్ లిమిటెడ్
manometry,మానసికీకరణం
mansa road,మాన్సా రోడ్
mansarovar,Mansrovar.
mansarovar park,మన్సారోవర్ పార్క్
mansarover park,Mansarover Park.
mansoorabad,మాన్షాబాద్
manu hospital,మను ఆసుపత్రి
manwakhera,లక్షణం
maqbool pura chowk,మక్బాల్ పురా చౌక్
maqbool road,Maqbool రోడ్
marathahalli,మరాఠాల్లి
"mariam nagar, nand gram, ghaziabad  201003, uttar pradesh","మారియం నగర్, నంద్ గ్రామ్, ఘజియాబాద్ 201003, ఉత్తరప్రదేశ్ "
marudhar hospital,మార్ధర్ ఆసుపత్రి
masqudan,మాస్క్వాడాన్
master health check up,మాస్టర్ హెల్త్ చెక్ అప్
mata chanan devi hospital,తల్లి భ్రమలు దేవత హాస్పిటల్
mata roop rani maggo and mahindru hospital pvt. ltd.,తల్లి రాణి మాగగో మరియు మహీంద్రా హాస్పిటల్ పవత్ అదృష్టం
mathalangulam street,నలంగి స్ట్రీట్ వంటిది
mathura,మధుర
maval,మావల్
max hospital,మాక్స్ ఆసుపత్రి 
max institute of cancer care,మాక్స్ ఇన్స్టిట్యూట్ ఆఫ్ క్యాన్సర్ కేర్
max multi speciality centre pitampura,మాక్స్ మల్టీ స్పెషాలిటీ సెంటర్ పిటంపూర్
"max multi speciality centre, panchsheel park","మాక్స్ మల్టీ స్పెషాలిటీ సెంటర్, పంచే షీల్ పార్క్ "
max multi speciality hospital,మాక్స్ మల్టీ స్పెషాలిటీ హాస్పిటల్
max multisprecilaity hospital,మాక్స్ మల్టీస్టిసిలిటీ హాస్పిటల్
max smart super speciality hospital,మాక్స్ స్మార్ట్ సూపర్ స్పెషాలిటీ ఆసుపత్రి
max super speciality hospital,మాక్స్ సూపర్ స్పెషాలిటీ ఆసుపత్రి 
max super speciality hospital ( a unit of devki devi foundation),మాక్స్ సూపర్ స్పెషాలిటీ ఆసుపత్రి (దేవ్కి దేవి ఫౌండేషన్ యొక్క యూనిట్)
max super specialty hospital,మాక్స్ సూపర్ స్పెషాలిటీ ఆసుపత్రి 
"max super specialty hospital, patparganj","మాక్స్ సూపర్ స్పెషాలిటీ హాస్పిటల్, పట్పర్గంజ్"
"max super specialty hospital, shalimar bagh","మాక్స్ సూపర్ స్పెషాలిటీ ఆసుపత్రి, షాలిమార్ బాగ్"
"max super specialty hospital, vaisali","మాక్స్ సూపర్ స్పెషాలిటీ హాస్పిటల్, వైశాలి "
max superspecility hospital,మాక్స్ సూపర్ స్పెషాలిటీ ఆసుపత్రి 
"maxcare hospital, hanamkonda","మాక్స్కేర్ హాస్పిటల్, హనమ్కొండ "
maxillo facial surger,Maxillofacial శస్త్రచికిత్స
maxillo facial surgery,మాక్సిల్లోఫేషియల్ శస్త్రచికిత్స
maxillofacial & orthodontist service,మాక్సిల్లోఫేషియల్ & ఆర్థోడాంటిస్ట్ సేవ
maxillofacial surgery,మాక్సిల్లోఫేషియల్ శస్త్రచికిత్స
maxillofacial surgery & orthodentistry,మాక్సిల్లోఫేషియల్  శస్త్రచికిత్స & ఆర్థోడెంటిస్ట్రీ విభాగము 
mayfield garden,మేఫీల్డ్ గార్డెన్
mayo medical centre pvt.ltd,మే మెడికల్ సెంటర్ pvt.ltd
mayo superpseciality healthcare hospital,మాయో సూపర్పర్స్లిటీ హెల్త్కేర్ హాస్పిటల్
mayom hospital,మేయొమ్ హాస్పిటల్
mayur vihar,మయూర్ విహార్
"mayur vihar, phase 1, delhi  110091","మయూర్ విహార్, దశ 1, ఢిల్లీ 110091 "
mazumdar shaw medical centre (unit of narayana hrudayalaya pvt. ltd.),మజుందార్ షా మెడికల్ సెంటర్ (నారాయణ హ్రదయాలయ ప్రైవేట్ లిమిటెడ్ యూనిట్)
medak,మెదక్ 
medanta abdur razzaque ansari memorial weavers hospital,మెదంత అబ్దుర్ రాజాక్యూ అన్సారీ మెమోరియల్ వీవర్స్ హాస్పిటల్
medanta super speciality hospital,మెటాంట సూపర్ స్పెషాలిటీ హాస్పిటల్
medanta â the medicity, మేదాంత ది మెడిసిటీ 
medeor hospital limited,మెయిర్ హాస్పిటల్ లిమిటెడ్
medica superspeciality hospital,మెడికా సూపర్‌స్పెషాలిటీ ఆసుపత్రి 
medical and surgical oncology,మెడికల్ అండ్ సర్జికల్ ఆంకాలజీ
